1,1,57479.5,901.3351272344589,0.8890992662850165,0.9937586984897954,1,44044.5,0.15927360835801452,3.484981543246779e-05,8.435339608883355e-08,9.426577423996537e-12,8.136754982854563e-21,4.793009556256169e-14,2.1099201686254e-21
2,1,57903.5,904.9919840097427,0.8884340905961042,0.9940941671316196,1,44346.5,0.15925881043896853,3.0691162492099435e-05,6.187796198759731e-08,2.304526903723661e-11,5.7890409124826655e-21,4.5874284691969e-14,-2.6903723875046848e-20
3,1,40832.5,760.2813059091568,0.887702025294059,0.9925496487517687,1,28966.0,0.15927612021980955,3.381887017619664e-05,2.273543591001238e-07,8.648216538678151e-11,1.0254270554191763e-19,1.3842105442686776e-13,-3.695146302988129e-19
4,1,40340.0,757.5533841848373,0.8833224586871327,0.9928379808520345,1,29367.5,0.15933562720374583,5.418192616796605e-05,1.0474916020406164e-07,6.627135167106942e-11,-4.3968950414518034e-20,-1.7363772663338101e-13,-1.6898126582288957e-19
5,1,31426.0,665.955403804779,0.89044823129281,0.9930480945458828,1,22814.5,0.15924119153759145,2.2217904585967476e-05,2.2710704786549968e-07,5.321061050961472e-11,-4.44453242620216e-20,4.326819860462506e-15,-1.7955585733724793e-19
6,1,31272.0,672.2985501289368,0.8694431138248009,0.9902783495360528,1,22920.5,0.15928582396321722,3.462888497290003e-05,3.158757296833815e-08,2.8678438985496627e-11,2.4858661912233374e-20,1.4225818262585445e-13,-1.1273526763523808e-20
7,1,40692.5,757.4528795480728,0.8912776051363088,0.9933722292744608,1,29463.5,0.1592859360908465,3.7885437835716475e-05,1.2345882264126406e-07,2.3797479208239627e-11,4.0723385431135275e-20,1.4635558718120899e-13,-2.3364613671556913e-21
8,1,57425.0,902.7493435144424,0.8854754103464451,0.9940538528782816,1,44088.5,0.1592595302954502,3.134423849193796e-05,4.464706620266745e-08,1.7059562807801195e-11,-8.645349731186946e-22,3.12526638216989e-15,-1.486328766642325e-20
9,1,57144.5,900.8498463630676,0.8848700247587088,0.9941372441567984,1,43921.0,0.15928780216032173,4.0405110619405505e-05,1.3644603980466006e-08,8.961159078666457e-12,-1.6823581686967734e-21,-2.647044866075497e-14,-2.6435506068530408e-21
10,1,31422.5,697.6538888216019,0.8112796085216898,0.9872596455950425,1,22439.0,0.15931992791223853,4.3648063344721395e-05,1.0338023525699284e-07,9.804762546964953e-11,3.0725634079284105e-19,6.128110994948929e-13,5.510097264010127e-20
11,1,31484.0,669.6122603416443,0.8823745513878385,0.9921689119987082,1,22450.5,0.15933747933232684,5.3586903796679923e-05,1.828012875062479e-07,9.557077564215175e-11,3.64999545436617e-19,6.907976501324217e-13,-1.6231622853771207e-19
12,1,57440.0,903.0924892425537,0.8850337541020266,0.993952188546345,1,44205.0,0.15928492806020056,3.945817608775709e-05,6.319010134747201e-09,3.1219325748751083e-12,-1.8181901064636263e-22,-7.884647833759474e-15,3.990180773707008e-22
13,1,57754.0,904.2640599012375,0.8875675021405615,0.9939250004302237,1,44160.0,0.15925699347631192,2.8993913536866625e-05,1.2735627862844158e-07,1.7288585829309375e-11,2.2144736621580683e-20,9.119371303283468e-14,-1.2950716832078681e-20
14,1,31057.5,666.8843364715576,0.8775569780289724,0.9909543409590954,1,22841.5,0.15931009380723757,3.983399504363315e-05,7.162606508594287e-08,1.3534004662655008e-11,-1.1520231984408199e-20,-8.433997377249196e-14,-6.696735575654511e-21
15,1,57537.0,902.7493413686752,0.8872024192825534,0.993876475821131,1,44302.0,0.15925025432532147,2.7807627824474896e-05,8.337230502201001e-10,3.547516485947672e-13,6.018728249964526e-24,1.4642738615869021e-15,9.98255241240923e-25
16,1,31593.0,671.1269773244858,0.8814371249519236,0.9917596647360427,1,22522.5,0.1594167790931246,7.721611314970209e-05,1.5485298041695554e-07,8.599517981035863e-11,2.1693283367376446e-19,6.440226123483073e-13,-2.2675703369772523e-19
17,1,57365.5,901.6782752275467,0.8866606506338405,0.9941941577629139,1,43905.0,0.15926705712542813,3.358956633816595e-05,1.1148483520948407e-09,9.3384433745065e-13,-2.962311242937278e-23,-3.772377231244803e-15,5.511245009074345e-24
18,1,57518.0,905.0924869775772,0.8823232444395863,0.9940290511289329,1,44111.5,0.15927003100997367,3.453486697073512e-05,5.719148741097592e-08,1.888072023206733e-11,7.502051975773138e-21,5.4349576372838235e-14,-1.8128814537079242e-20
19,1,40561.0,756.0386646986008,0.891724101459191,0.9934238724451441,1,29008.0,0.15929900120042373,4.062698748706041e-05,1.8399627591213817e-07,1.1553107732312204e-10,-1.170500369416781e-19,-3.3951068857659927e-13,-5.196435783120916e-19
